season,week,team,opponent_team,home_probability,away_probability
2009,14,HOU,SEA,0.75,0.2777777777777778
2009,14,IND,DEN,0.7435897435897436,0.27932960893854747
2009,14,JAX,MIA,0.574468085106383,0.4484304932735426
2009,14,KC,BUF,0.4366812227074236,0.5850622406639003
2009,14,MIN,CIN,0.7058823529411764,0.3184713375796178
2009,14,NE,CAR,0.8571428571428571,0.17543859649122806
2009,14,NYG,PHI,0.49751243781094534,0.5260663507109005
2009,14,OAK,WAS,0.46511627906976744,0.5555555555555556
2009,14,SF,ARI,0.35587188612099646,0.6677740863787376
2009,14,TB,NYJ,0.36101083032490977,0.6610169491525424
2009,14,TEN,STL,0.875,0.14925373134328357
2009,15,BAL,CHI,0.823943661971831,0.19685039370078738
2009,15,BUF,NE,0.2631578947368421,0.7619047619047619
2009,15,CAR,MIN,0.22675736961451246,0.7963340122199593
2009,15,DEN,OAK,0.8759305210918114,0.14792899408284024
2009,15,DET,ARI,0.13333333333333333,0.89247311827957
2009,15,JAX,IND,0.3802281368821293,0.6402877697841727
2009,15,KC,CLE,0.5951417004048584,0.425531914893617
2009,15,NO,DAL,0.7647058823529411,0.2597402597402597
2009,15,NYJ,ATL,0.6996996996996997,0.32573289902280134
2009,15,PHI,SF,0.7727272727272727,0.25
2009,15,PIT,GB,0.5833333333333333,0.43859649122807015
2009,15,SD,CIN,0.7333333333333333,0.29154518950437314
2009,15,SEA,TB,0.7297297297297298,0.2958579881656805
2009,15,STL,HOU,0.12195121951219513,0.8999999999999999
2009,15,TEN,MIA,0.696969696969697,0.32894736842105265
2009,15,WAS,NYG,0.4587155963302753,0.5614035087719298
2009,16,ARI,STL,0.9333333333333333,0.08771929824561403
2009,16,ATL,BUF,0.7777777777777779,0.24390243902439027
2009,16,CHI,MIN,0.23255813953488372,0.7916666666666667
2009,16,CIN,KC,0.8666666666666667,0.16129032258064516
2009,16,CLE,OAK,0.6336996336996338,0.38759689922480617
2009,16,GB,SEA,0.875,0.14925373134328357
2009,16,IND,NYJ,0.6491228070175439,0.37453183520599254
2009,16,MIA,HOU,0.5535714285714286,0.4672897196261683
2009,16,NE,JAX,0.81203007518797,0.21186440677966098
2009,16,NO,TB,0.8850574712643677,0.13513513513513511
2009,16,NYG,CAR,0.7916666666666667,0.23255813953488372
2009,16,PHI,DEN,0.75,0.2777777777777778
2009,16,PIT,BAL,0.5815899581589958,0.44052863436123346
2009,16,SF,DET,0.8930481283422459,0.13245033112582782
2009,16,TEN,SD,0.5689655172413793,0.45454545454545453
2009,16,WAS,DAL,0.2680965147453083,0.7578692493946732
2009,17,ARI,GB,0.6047430830039526,0.42016806722689076
2009,17,BUF,IND,0.782608695652174,0.24390243902439027
2009,17,CAR,NO,0.8,0.2222222222222222
2009,17,CLE,JAX,0.5475113122171946,0.4739336492890995
2009,17,DAL,PHI,0.607843137254902,0.4166666666666667
2009,17,DEN,KC,0.8113207547169812,0.2127659574468085
2009,17,DET,CHI,0.34602076124567477,0.6825396825396826
2009,17,HOU,NE,0.7402597402597403,0.28328611898017
2009,17,MIA,PIT,0.4291845493562232,0.5918367346938775
2009,17,MIN,NYG,0.7782705099778271,0.24330900243309006
2009,17,NYJ,CIN,0.8214285714285714,0.2
2009,17,OAK,BAL,0.1923076923076923,0.8305084745762712
2009,17,SD,WAS,0.6212121212121212,0.4016064257028112
2009,17,SEA,TEN,0.31347962382445144,0.7101449275362319
2009,17,STL,SF,0.28169014084507044,0.7468354430379747
2009,17,TB,ATL,0.4291845493562232,0.5918367346938775
2009,18,ARI,GB,0.4608294930875576,0.5594713656387665
2009,18,CIN,NYJ,0.5884773662551441,0.4329004329004329
2009,18,DAL,PHI,0.6666666666666666,0.35714285714285715
2009,18,NE,BAL,0.6610169491525424,0.36101083032490977
2009,19,IND,BAL,0.726027397260274,0.3003003003003003
2009,19,MIN,DAL,0.5815899581589958,0.44052863436123346
2009,19,NO,ARI,0.7619047619047619,0.2631578947368421
2009,19,SD,NYJ,0.8,0.2222222222222222
2009,20,IND,NYJ,0.7674418604651163,0.25641025641025644
2009,20,NO,MIN,0.6677740863787376,0.35587188612099646
2009,21,IND,NO,0.6677740863787376,0.35587188612099646
2010,1,BUF,MIA,0.4166666666666667,0.607843137254902
2010,1,CHI,DET,0.7368421052631579,0.28735632183908044
2010,1,HOU,IND,0.4854368932038835,0.5391705069124424
2010,1,JAX,DEN,0.6491228070175439,0.37593984962406013
2010,1,KC,SD,0.35714285714285715,0.6666666666666666
2010,1,NE,CIN,0.696969696969697,0.3278688524590164
2010,1,NO,MIN,0.6875,0.3367003367003367
2010,1,NYG,CAR,0.7058823529411764,0.3184713375796178
2010,1,NYJ,BAL,0.5433789954337899,0.4807692307692307
2010,1,PHI,GB,0.4444444444444444,0.5798319327731092
2010,1,PIT,ATL,0.49504950495049505,0.5283018867924528
2010,1,SEA,SF,0.37593984962406013,0.6491228070175439
2010,1,STL,ARI,0.40485829959514175,0.6197718631178707
2010,1,TB,CLE,0.574468085106383,0.4504504504504505
2010,1,TEN,OAK,0.726027397260274,0.29850746268656714
2010,1,WAS,DAL,0.37593984962406013,0.6491228070175439
2010,2,ATL,ARI,0.7368421052631579,0.28735632183908044
2010,2,CAR,TB,0.6774193548387096,0.3472222222222222
2010,2,CIN,BAL,0.4329004329004329,0.5918367346938775
2010,2,CLE,KC,0.6363636363636364,0.38759689922480617
2010,2,DAL,CHI,0.7590361445783133,0.26525198938992045
2010,2,DEN,SEA,0.6363636363636364,0.38759689922480617
2010,2,DET,PHI,0.29069767441860467,0.7340425531914894
2010,2,GB,BUF,0.8701298701298701,0.15432098765432098
2010,2,IND,NYG,0.6742671009771988,0.34965034965034963
2010,2,MIN,MIA,0.6894409937888198,0.33444816053511706
2010,2,NYJ,NE,0.4166666666666667,0.607843137254902
2010,2,OAK,STL,0.6428571428571428,0.38167938931297707
2010,2,SD,JAX,0.75,0.2747252747252747
2010,2,SF,NO,0.3412969283276451,0.6825396825396826
2010,2,TEN,PIT,0.7222222222222222,0.3021148036253776
2010,2,WAS,HOU,0.4366812227074236,0.5884773662551441
2010,3,ARI,OAK,0.7005988023952096,0.3236245954692557
2010,3,BAL,CLE,0.875,0.14947683109118085
2010,3,CAR,CIN,0.40485829959514175,0.6197718631178707
2010,3,CHI,GB,0.44052863436123346,0.5833333333333333
2010,3,DEN,IND,0.3076923076923077,0.71671388101983
2010,3,HOU,DAL,0.5670995670995671,0.4566210045662101
2010,3,JAX,PHI,0.46511627906976744,0.5594713656387665
2010,3,KC,SF,0.4444444444444444,0.5798319327731092
2010,3,MIA,NYJ,0.5670995670995671,0.4566210045662101
2010,3,MIN,DET,0.8666666666666667,0.15772870662460567
2010,3,NE,BUF,0.8989898989898989,0.12547051442910917
2010,3,NO,ATL,0.6323529411764706,0.3921568627450981
2010,3,NYG,TEN,0.5951417004048584,0.4291845493562232
2010,3,SEA,SD,0.36900369003690037,0.6551724137931035
2010,3,STL,WAS,0.3367003367003367,0.6875
2010,3,TB,PIT,0.44052863436123346,0.5833333333333333
2010,4,ATL,SF,0.7555012224938876,0.26881720430107525
2010,4,BUF,NYJ,0.3225806451612903,0.7014925373134329
2010,4,CLE,CIN,0.49019607843137253,0.5348837209302326
2010,4,GB,DET,0.9166666666666667,0.1091703056768559
2010,4,JAX,IND,0.2824858757062147,0.7422680412371133
2010,4,MIA,NE,0.5260663507109005,0.49751243781094534
2010,4,NO,CAR,0.8666666666666667,0.15772870662460567
2010,4,NYG,CHI,0.6598639455782314,0.36496350364963503
2010,4,OAK,HOU,0.38167938931297707,0.6428571428571428
2010,4,PHI,WAS,0.7058823529411764,0.3184713375796178
2010,4,PIT,BAL,0.5535714285714286,0.4716981132075471
2010,4,SD,ARI,0.8333333333333334,0.19120458891013384
2010,4,STL,SEA,0.4694835680751174,0.5555555555555556
2010,4,TEN,DEN,0.7333333333333333,0.29069767441860467
2010,5,ARI,NO,0.2840909090909091,0.7402597402597403
2010,5,BAL,DEN,0.7894736842105263,0.2347417840375587
2010,5,BUF,JAX,0.5670995670995671,0.4566210045662101
2010,5,CAR,CHI,0.5833333333333333,0.44052863436123346
2010,5,CIN,TB,0.7402597402597403,0.2840909090909091
2010,5,CLE,ATL,0.4098360655737705,0.6153846153846154
2010,5,DAL,TEN,0.75,0.2747252747252747
2010,5,DET,STL,0.5884773662551441,0.4366812227074236
2010,5,HOU,NYG,0.6363636363636364,0.38759689922480617
2010,5,IND,KC,0.7802197802197802,0.24390243902439027
2010,5,NYJ,MIN,0.6825396825396826,0.3412969283276451
2010,5,OAK,SD,0.2808988764044944,0.7435897435897436
2010,5,SF,PHI,0.6363636363636364,0.38759689922480617
2010,5,WAS,GB,0.42372881355932196,0.6000000000000001
2010,6,CHI,SEA,0.7198879551820728,0.3048780487804878
2010,6,DEN,NYJ,0.38167938931297707,0.6428571428571428
2010,6,GB,MIA,0.6047430830039526,0.42016806722689076
2010,6,HOU,KC,0.6894409937888198,0.33444816053511706
2010,6,JAX,TEN,0.4366812227074236,0.5884773662551441
2010,6,MIN,DAL,0.5535714285714286,0.4716981132075471
2010,6,NE,BAL,0.5815899581589958,0.4424778761061947
2010,6,NYG,DET,0.8333333333333334,0.19120458891013384
2010,6,PHI,ATL,0.5412844036697247,0.48309178743961345
2010,6,PIT,CLE,0.9090909090909091,0.11627906976744186
2010,6,SF,OAK,0.7777777777777779,0.2469135802469136
2010,6,STL,SD,0.2347417840375587,0.7899159663865546
2010,6,TB,NO,0.3278688524590164,0.696969696969697
2010,6,WAS,IND,0.40322580645161293,0.6212121212121212
2010,7,ATL,CIN,0.6610169491525424,0.36363636363636365
2010,7,BAL,BUF,0.8613037447988904,0.1631321370309951
2010,7,CAR,SF,0.4694835680751174,0.5555555555555556
2010,7,CHI,WAS,0.6153846153846154,0.4098360655737705
2010,7,DAL,NYG,0.6428571428571428,0.38167938931297707
2010,7,DEN,OAK,0.75,0.2747252747252747
2010,7,GB,MIN,0.5652173913043479,0.4587155963302753
2010,7,KC,JAX,0.8058252427184467,0.2183406113537118
2010,7,MIA,PIT,0.4366812227074236,0.5867768595041323
2010,7,NO,CLE,0.8571428571428571,0.16722408026755853
2010,7,SD,NE,0.5555555555555556,0.4694835680751174
2010,7,SEA,ARI,0.7340425531914894,0.29069767441860467
2010,7,TB,STL,0.6226415094339623,0.4016064257028112
2010,7,TEN,PHI,0.5867768595041323,0.4366812227074236
2010,8,ARI,TB,0.635036496350365,0.3891050583657587
2010,8,CIN,MIA,0.504950495049505,0.5192307692307692
2010,8,DAL,JAX,0.7354497354497355,0.28901734104046245
2010,8,DET,WAS,0.574468085106383,0.4504504504504505
2010,8,IND,HOU,0.696969696969697,0.3278688524590164
2010,8,KC,BUF,0.7647058823529411,0.2597402597402597
2010,8,NE,MIN,0.6794871794871794,0.3448275862068966
2010,8,NO,PIT,0.5391705069124424,0.4854368932038835
2010,8,NYJ,GB,0.7222222222222222,0.3021148036253776
2010,8,OAK,SEA,0.5412844036697247,0.48309178743961345
2010,8,SD,TEN,0.6884735202492213,0.33557046979865773
2010,8,SF,DEN,0.5535714285714286,0.4716981132075471
2010,8,STL,CAR,0.5918367346938775,0.4329004329004329
2010,9,ATL,TB,0.8260869565217391,0.1984126984126984
2010,9,BAL,MIA,0.6884735202492213,0.33557046979865773
2010,9,BUF,CHI,0.425531914893617,0.5983935742971888
2010,9,CAR,NO,0.31446540880503143,0.7101449275362319
2010,9,CIN,PIT,0.3225806451612903,0.7014925373134329
2010,9,CLE,NE,0.35714285714285715,0.6666666666666666
2010,9,DET,NYJ,0.3184713375796178,0.7058823529411764
2010,9,GB,DAL,0.7652582159624413,0.2590673575129534
2010,9,HOU,SD,0.4484304932735426,0.576271186440678
2010,9,MIN,ARI,0.7647058823529411,0.2597402597402597
2010,9,OAK,KC,0.5073891625615764,0.5169082125603864
2010,9,PHI,IND,0.6183206106870228,0.4065040650406504
2010,9,SEA,NYG,0.2645502645502646,0.7596153846153847
2010,10,ARI,SEA,0.6666666666666666,0.35714285714285715
2010,10,ATL,BAL,0.5555555555555556,0.4694835680751174
2010,10,BUF,DET,0.5433789954337899,0.4807692307692307
2010,10,CHI,MIN,0.5238095238095238,0.5
2010,10,CLE,NYJ,0.37593984962406013,0.647887323943662
2010,10,DEN,KC,0.5024875621890548,0.5215311004784688
2010,10,IND,CIN,0.75,0.2747252747252747
2010,10,JAX,HOU,0.5260663507109005,0.49751243781094534
2010,10,MIA,TEN,0.5515695067264574,0.4739336492890995
2010,10,NYG,DAL,0.8412698412698413,0.18315018315018314
2010,10,PIT,NE,0.6551724137931035,0.36900369003690037
2010,10,SF,STL,0.6875,0.3367003367003367
2010,10,TB,CAR,0.7382198952879581,0.28653295128939826
2010,10,WAS,PHI,0.3802281368821293,0.6441281138790036
2010,11,CAR,BAL,0.1297016861219196,0.8947368421052632
2010,11,CIN,BUF,0.6774193548387096,0.3472222222222222
2010,11,DAL,DET,0.7032640949554896,0.3215434083601286
2010,11,JAX,CLE,0.5726495726495727,0.45248868778280543
2010,11,KC,ARI,0.7518610421836228,0.2724795640326976
2010,11,MIA,CHI,0.5884773662551441,0.4366812227074236
2010,11,MIN,GB,0.4291845493562232,0.5951417004048584
2010,11,NE,IND,0.6644295302013422,0.3597122302158273
2010,11,NO,SEA,0.8360655737704918,0.18832391713747648
2010,11,NYJ,HOU,0.7333333333333333,0.29069767441860467
2010,11,PHI,NYG,0.6441281138790036,0.3802281368821293
2010,11,PIT,OAK,0.7435897435897436,0.2808988764044944
2010,11,SD,DEN,0.7959183673469388,0.22831050228310504
2010,11,SF,TB,0.6655518394648829,0.35842293906810035
2010,11,STL,ATL,0.38167938931297707,0.6428571428571428
2010,11,TEN,WAS,0.7560975609756098,0.2680965147453083
2010,12,ARI,SF,0.4694835680751174,0.5555555555555556
2010,12,ATL,GB,0.5555555555555556,0.4694835680751174
2010,12,BAL,TB,0.7695852534562212,0.25510204081632654
2010,12,BUF,PIT,0.28653295128939826,0.7382198952879581
2010,12,CHI,PHI,0.4098360655737705,0.6153846153846154
2010,12,CLE,CAR,0.782608695652174,0.24154589371980673
2010,12,DAL,NO,0.3508771929824561,0.673202614379085
2010,12,DEN,STL,0.6428571428571428,0.38167938931297707
2010,12,DET,NE,0.29069767441860467,0.7333333333333333
2010,12,HOU,TEN,0.6666666666666666,0.35714285714285715
2010,12,IND,SD,0.5670995670995671,0.4566210045662101
2010,12,NYG,JAX,0.7590361445783133,0.26525198938992045
2010,12,NYJ,CIN,0.8181818181818181,0.2061855670103093
2010,12,OAK,MIA,0.5833333333333333,0.44052863436123346
2010,12,SEA,KC,0.4807692307692307,0.5433789954337899
2010,12,WAS,MIN,0.46511627906976744,0.5594713656387665
2010,13,ARI,STL,0.3968253968253968,0.6282527881040892
2010,13,BAL,PIT,0.6428571428571428,0.38167938931297707
2010,13,CIN,NO,0.2949852507374631,0.7297297297297298
2010,13,DET,CHI,0.33222591362126247,0.6923076923076923
2010,13,GB,SF,0.8076923076923077,0.2169197396963124
2010,13,IND,DAL,0.7014925373134329,0.3225806451612903
2010,13,KC,DEN,0.782608695652174,0.24154589371980673
2010,13,MIA,CLE,0.7058823529411764,0.3184713375796178
2010,13,MIN,BUF,0.696969696969697,0.3278688524590164
2010,13,NE,NYJ,0.6677740863787376,0.35714285714285715
2010,13,NYG,WAS,0.7802197802197802,0.24390243902439027
2010,13,PHI,HOU,0.7849462365591398,0.23923444976076558
2010,13,SD,OAK,0.8666666666666667,0.16
2010,13,SEA,CAR,0.6923076923076923,0.33222591362126247
2010,13,TB,ATL,0.4184100418410042,0.6062992125984252
2010,13,TEN,JAX,0.6336996336996338,0.390625
2010,14,ARI,DEN,0.36900369003690037,0.6551724137931035
2010,14,BUF,CLE,0.5305164319248826,0.49504950495049505
2010,14,CAR,ATL,0.2747252747252747,0.75
2010,14,CHI,NE,0.4329004329004329,0.5918367346938775
2010,14,DAL,PHI,0.3484320557491289,0.6763754045307443
2010,14,DET,GB,0.26246719160104987,0.7619047619047619
2010,14,HOU,BAL,0.4329004329004329,0.5918367346938775
2010,14,JAX,OAK,0.6551724137931035,0.36900369003690037
2010,14,MIN,NYG,0.3278688524590164,0.696969696969697
2010,14,NO,STL,0.8095238095238095,0.2150537634408602
2010,14,NYJ,MIA,0.6875,0.3367003367003367
2010,14,PIT,CIN,0.7872340425531915,0.23696682464454974
2010,14,SD,KC,0.8360655737704918,0.18832391713747648
2010,14,SF,SEA,0.66996699669967,0.35460992907801414
2010,14,TEN,IND,0.38314176245210724,0.6415770609318996
2010,14,WAS,TB,0.4854368932038835,0.5391705069124424
2010,15,BAL,NO,0.5555555555555556,0.4694835680751174
2010,15,CAR,ARI,0.5614035087719298,0.4629629629629629
2010,15,CIN,CLE,0.5098039215686274,0.5145631067961165
2010,15,DAL,WAS,0.8181818181818181,0.2061855670103093
2010,15,IND,JAX,0.6855345911949686,0.3389830508474576
2010,15,MIA,BUF,0.7014925373134329,0.3225806451612903
2010,15,MIN,CHI,0.33222591362126247,0.6923076923076923
2010,15,NE,GB,0.9047619047619049,0.11961722488038279
2010,15,NYG,PHI,0.607843137254902,0.4166666666666667
2010,15,OAK,DEN,0.7752808988764045,0.24937655860349128
2010,15,PIT,NYJ,0.6598639455782314,0.36496350364963503
2010,15,SD,SF,0.8387096774193549,0.1855287569573284
2010,15,SEA,ATL,0.3278688524590164,0.6960486322188449
2010,15,STL,KC,0.5798319327731092,0.4444444444444444
2010,15,TB,DET,0.6632996632996633,0.36101083032490977
2010,15,TEN,HOU,0.5475113122171946,0.47619047619047616
2010,16,ARI,DAL,0.2710027100271003,0.7530864197530864
2010,16,ATL,NO,0.5633187772925764,0.4608294930875576
2010,16,BUF,NE,0.2747252747252747,0.75
2010,16,CHI,NYJ,0.5833333333333333,0.44052863436123346
2010,16,CIN,SD,0.2469135802469136,0.7777777777777779
2010,16,CLE,BAL,0.36900369003690037,0.6551724137931035
2010,16,DEN,HOU,0.47619047619047616,0.5475113122171946
2010,16,GB,NYG,0.6062992125984252,0.4184100418410042
2010,16,JAX,WAS,0.7530864197530864,0.2710027100271003
2010,16,KC,TEN,0.6551724137931035,0.36900369003690037
2010,16,MIA,DET,0.6503496503496503,0.37453183520599254
2010,16,OAK,IND,0.4716981132075471,0.5535714285714286
2010,16,PHI,MIN,0.9090909090909091,0.11627906976744186
2010,16,PIT,CAR,0.92,0.10526315789473684
2010,16,STL,SF,0.5726495726495727,0.45248868778280543
2010,16,TB,SEA,0.696969696969697,0.3278688524590164
2010,17,ATL,CAR,0.9038461538461539,0.12048192771084336
2010,17,BAL,CIN,0.8113207547169812,0.21321961620469085
2010,17,CLE,PIT,0.3105590062111801,0.7142857142857143
2010,17,DEN,SD,0.3333333333333333,0.691358024691358
2010,17,DET,MIN,0.6551724137931035,0.36900369003690037
2010,17,GB,CHI,0.875,0.14947683109118085
2010,17,HOU,JAX,0.6753246753246753,0.34965034965034963
2010,17,IND,TEN,0.8127340823970036,0.21186440677966098
2010,17,KC,OAK,0.6774193548387096,0.3472222222222222
2010,17,NE,MIA,0.6721311475409836,0.35211267605633806
2010,17,NO,TB,0.7368421052631579,0.28735632183908044
2010,17,NYJ,BUF,0.5555555555555556,0.4694835680751174
2010,17,PHI,DAL,0.4608294930875576,0.5633187772925764
2010,17,SEA,STL,0.40322580645161293,0.6212121212121212
2010,17,SF,ARI,0.696969696969697,0.3278688524590164
2010,17,WAS,NYG,0.34965034965034963,0.6753246753246753
2010,18,IND,NYJ,0.5652173913043479,0.4587155963302753
2010,18,KC,BAL,0.4184100418410042,0.6062992125984252
2010,18,PHI,GB,0.5370370370370371,0.48780487804878053
2010,18,SEA,NO,0.19120458891013384,0.8333333333333334
2010,19,ATL,GB,0.5327102803738317,0.4926108374384236
2010,19,CHI,SEA,0.8214285714285714,0.20283975659229211
2010,19,NE,NYJ,0.7849462365591398,0.23923444976076558
2010,19,PIT,BAL,0.647887323943662,0.37593984962406013
2010,20,CHI,GB,0.37453183520599254,0.6503496503496503
2010,20,PIT,NYJ,0.6688741721854304,0.35587188612099646
2010,21,GB,PIT,0.5951417004048584,0.42372881355932196
2011,1,ARI,CAR,0.7512437810945274,0.27322404371584696
2011,1,BAL,PIT,0.5555555555555556,0.4694835680751174
2011,1,CHI,ATL,0.48780487804878053,0.5370370370370371
2011,1,CLE,CIN,0.7560975609756098,0.2680965147453083
2011,1,DEN,OAK,0.6296296296296295,0.39525691699604737
2011,1,GB,NO,0.7142857142857143,0.3105590062111801
2011,1,HOU,IND,0.8113207547169812,0.21321961620469085
2011,1,JAX,TEN,0.504950495049505,0.5192307692307692
2011,1,KC,BUF,0.6575342465753424,0.3663003663003663
2011,1,MIA,NE,0.2570694087403599,0.7674418604651163
2011,1,NYJ,DAL,0.7297297297297298,0.2949852507374631
2011,1,SD,MIN,0.8191681735985533,0.2053388090349076
2011,1,SF,SEA,0.7050147492625369,0.3194888178913738
2011,1,STL,PHI,0.35714285714285715,0.6666666666666666
2011,1,TB,DET,0.5555555555555556,0.4694835680751174
2011,1,WAS,NYG,0.49751243781094534,0.5260663507109005
2011,2,ATL,PHI,0.45454545454545453,0.5708154506437768
2011,2,BUF,OAK,0.6551724137931035,0.36900369003690037
2011,2,CAR,GB,0.18083182640144665,0.8435054773082943
2011,2,DEN,CIN,0.6296296296296295,0.39525691699604737
2011,2,DET,KC,0.7647058823529411,0.2597402597402597
2011,2,IND,CLE,0.47846889952153115,0.5454545454545454
2011,2,MIA,HOU,0.42194092827004215,0.601593625498008
2011,2,MIN,TB,0.5283018867924528,0.49504950495049505
2011,2,NE,SD,0.7333333333333333,0.29069767441860467
2011,2,NO,CHI,0.6951219512195121,0.32894736842105265
2011,2,NYG,STL,0.7560975609756098,0.2680965147453083
2011,2,NYJ,JAX,0.7916666666666667,0.23255813953488372
2011,2,PIT,SEA,0.8823529411764706,0.14204545454545456
2011,2,SF,DAL,0.39840637450199207,0.6254681647940076
2011,2,TEN,BAL,0.3164556962025316,0.7076023391812866
2011,2,WAS,ARI,0.6825396825396826,0.3412969283276451
2011,3,BUF,NE,0.2680965147453083,0.7560975609756098
2011,3,CAR,JAX,0.6296296296296295,0.39525691699604737
